SOC_gkg,latitude,longitude,elevation,slope,landcover,rainfall,lst,ndvi,twi,smi,soil_ph,soil_texture
7.727932281,-8.590979014,-47.70696813,263,1.1879731,20,19434.68853,31.87748597,0.43741602,19.13632087,0.859046194,5.1,6
7.737844921,-12.29371472,-47.17125425,362,0.4150052,20,15203.46639,31.93730132,0.46745533,17.66239651,0.859489884,5.6,6
7.920035052,-10.61398281,-49.85321855,179,0.11026046,20,18895.18515,31.06570622,0.52161515,14.65671391,0.853024694,5.5,6
7.939997511,-8.2646015,-47.33041834,313,1.6668508,20,18508.4489,30.30348776,0.44313335,14.83903547,0.847370823,5.2,6
8.071878637,-12.01361924,-47.40556683,329,0.46997258,20,15290.91032,32.28935738,0.44685212,20.33620369,0.862101313,5.5,6
8.089090352,-12.32107356,-49.83993437,241,1.3286122,20,17076.31316,33.65314736,0.4654073,14.43357036,0.872217433,5.2,6
8.114711922,-12.14234134,-47.47300646,341,0.4687896,20,15010.36043,32.93365415,0.4535021,16.78494562,0.866880483,5.6,6
8.142727474,-12.59164156,-48.1449069,294,0.8395324,20,15859.97672,33.43097606,0.48276567,15.24450057,0.870569444,5.4,6
8.223267064,-12.59682553,-47.09830144,399,0.9408343,20,15935.52959,33.76643031,0.45984626,14.83903547,0.873057727,5.7,6
8.225180452,-12.84490793,-47.1126966,458,1.9461054,20,15225.88291,32.1552001,0.49129808,15.12671754,0.861106181,5.7,6
8.269782452,-13.18974227,-49.35962563,314,0.44145423,20,16804.16647,31.85868686,0.509033,14.99318615,0.858906749,5.4,6
8.275069664,-8.616007611,-47.22268017,312,0.6329894,20,18534.12302,31.4724506,0.46277812,14.99318615,0.856041783,5.3,6
8.301329126,-13.13377041,-48.07591446,377,3.6672504,20,15229.19815,33.07379297,0.41694963,16.30537254,0.867919984,5.5,6
8.305793697,-12.01048866,-47.51254485,345,0.7485431,20,15549.25419,32.91827306,0.465353,15.24450057,0.866766391,5.4,6
8.326068837,-8.63345289,-47.18974092,344,1.3464166,20,18118.16539,30.91531334,0.48935312,14.99318615,0.851909132,5.3,6
8.333848139,-12.76622396,-47.54927128,337,0.47058812,20,15257.84926,32.30644748,0.49335358,17.4661166,0.862228082,5.6,6
8.354610213,-12.09598573,-47.45629727,334,0.47003597,20,15146.27775,33.2327309,0.45592645,17.80086619,0.86909893,5.5,6
8.44831441,-12.62891394,-47.3057774,374,0.5039365,20,15506.41311,32.95245326,0.37419054,15.7553262,0.867019928,5.4,6
8.491782878,-11.57391702,-46.41071106,757,3.8995173,20,15405.39294,34.58968484,0.38391274,17.71071509,0.879164343,5.4,3
8.531094616,-12.76092022,-48.73326253,303,1.6222203,20,16593.3972,33.80354024,0.49119997,16.30537254,0.873332995,5.5,6
8.564100359,-11.53689392,-50.13020875,192,0.03864545,20,16911.34697,30.173603,0.56326425,14.83903547,0.846407383,5.3,6
8.591648966,-8.547986107,-47.08086609,320,0.7455746,20,17933.19671,32.94988975,0.45609352,15.88048934,0.867000913,5.4,6
8.691081922,-9.925238955,-47.48587959,260,0.7342235,20,17621.57175,33.76936004,0.43813136,15.61222535,0.873079458,5.4,6
8.727099496,-8.035228084,-46.74313975,341,1.7595634,20,17094.06882,36.86608616,0.36104706,14.65671391,0.896049896,5.5,6
8.80950103,-11.15273476,-47.23435006,512,0.6142012,20,17532.85391,30.31715984,0.54496914,15.7553262,0.847472238,5.4,6
8.832616789,-9.169609087,-47.76763757,291,0.82285625,20,18995.03014,33.39337784,0.30717915,15.53218265,0.870290553,5.3,6
8.838444692,-12.57586417,-47.87447386,295,0.72925115,20,14597.29823,31.22891668,0.45072934,15.12671754,0.854235333,5.4,6
8.852747022,-9.167383135,-47.38826364,276,0.5950433,20,18829.59965,31.39212713,0.3784444,16.9390963,0.855445971,5.3,6
8.854408827,-10.99936709,-47.70258581,351,3.0510666,20,17300.25429,31.14090266,0.51074064,16.80847611,0.853582476,5.3,6
8.885853143,-13.17866431,-47.42797176,362,0.9409153,20,14886.03452,33.82268115,0.54512006,15.12671754,0.873474976,5.5,6
8.959171408,-9.888213975,-47.22960848,285,0.8933713,20,17451.64219,36.64391486,0.44035253,15.7553262,0.894401907,5.5,6
8.974150629,-11.07990923,-47.33215386,366,1.2385448,20,17471.90369,33.1472804,0.5151201,15.34986109,0.868465088,5.3,6
8.998067222,-10.00312326,-46.94298458,317,1.8768461,20,17177.92462,37.1121836,0.36728653,14.43357036,0.897875361,5.5,6
9.091239038,-13.17312432,-47.42711548,349,0.37168342,20,14886.03452,33.82268115,0.54512006,15.12671754,0.873474976,5.5,6
9.173471107,-9.336034893,-46.87130618,349,2.0058842,20,17063.95797,31.57200043,0.48182547,15.93764775,0.856780209,5.6,6
9.224556767,-12.57512353,-47.9884357,275,0.53410685,20,15026.74148,33.05977909,0.4497288,22.53456605,0.867816034,5.4,6
9.25992118,-11.02359875,-47.69405678,336,1.6687286,20,17353.7701,31.32091838,0.505796,16.80847611,0.85491777,5.3,6
9.479255912,-9.499906167,-47.08493451,282,1.1007445,20,17539.39091,33.5232626,0.40047547,19.500901,0.871253993,5.6,6
9.48302352,-10.23967817,-47.47926808,334,1.0786731,20,17137.10519,34.6845349,0.40353432,14.65671391,0.879867907,5.3,6
9.531161167,-9.972917113,-47.21034989,247,0.7157134,20,17370.86017,35.67319718,0.3628969,19.33699157,0.88720146,5.5,6
9.624754296,-11.1846847,-47.03752679,547,1.6655285,20,18202.32202,34.7537498,0.41167945,16.78494562,0.880381319,5.6,6
9.707185612,-10.42580465,-47.86736749,379,1.2010487,20,18003.02204,30.75808442,0.52200603,15.24450057,0.850742863,5.3,6
9.803343092,-9.508881978,-46.93051707,297,0.546666,20,17347.95775,33.99836738,0.40353027,19.46073495,0.874778155,5.6,6
9.86112609,-9.645239707,-47.09183847,353,0.3864487,20,17153.26332,36.667841,0.38266295,16.34311286,0.894579382,5.5,6
9.866045422,-10.03116392,-46.95942658,359,1.0179776,20,17203.40693,38.77675934,0.36411595,17.73862388,0.910222605,5.4,6
9.990088325,-11.07563453,-47.86911339,356,2.0507371,20,17345.91321,30.51882302,0.5066431,16.54378356,0.848968105,5.6,6
10.27673544,-11.32522871,-47.13189734,470,0.94070935,20,17347.72179,35.38950152,0.35234043,16.99851972,0.885097105,5.5,6
10.28509199,-10.1707489,-47.62771496,400,2.1558745,20,17672.75871,32.23466906,0.3092627,15.12671754,0.861695654,5.2,6
10.29780726,-10.38635826,-46.63662876,465,3.1685574,20,16078.27073,35.22201854,0.37517464,14.99318615,0.883854774,5.6,6
10.31749609,-10.76716649,-47.11707875,418,1.4049103,20,17592.41278,39.32432614,0.36537367,14.65671391,0.914284266,5.5,6
10.41556382,-9.420711832,-47.07614538,318,0.39362875,20,17731.23071,34.70361884,0.2978233,19.86947339,0.880009465,5.5,6
10.46705404,-10.43337833,-47.18631096,344,1.134081,20,17487.23745,37.10192954,0.38386473,19.08514692,0.8977993,5.8,6
10.70200557,-12.2483545,-46.83510991,389,0.31636375,20,16373.2747,33.71808974,0.495154,16.22532983,0.872699153,5.3,6
10.71041023,-12.77263121,-47.60869256,335,0.48943686,20,15378.9142,36.17086089,0.39351958,16.54378356,0.890892957,5.7,6
10.97450633,-10.60758066,-46.762802,438,1.650511,20,16580.18632,36.19615424,0.39002302,21.05829938,0.891080574,5.6,6
11.05513583,-11.0962657,-47.83565664,506,1.6814415,20,17299.30003,32.82769553,0.43920058,15.24450057,0.866094519,5.6,6
11.22124401,-11.11213991,-47.06432461,528,0.27336806,20,17895.19982,36.86266814,0.37150064,18.79666898,0.896024542,5.7,6
11.55653551,-8.2685216,-46.52003814,422,0.645145,20,15486.80197,29.88648932,0.3608224,18.61943003,0.844277674,5.7,6
5.075676008,-6.754104788,-48.76662113,167,0.66000354,30,19960.45487,33.24298496,0.5741286,15.12671754,0.869174991,4.9,6
5.58653136,-6.910906522,-49.05220377,168,0.7155601,30,19411.60956,33.85651955,0.5728931,15.99171498,0.873725977,5,6
5.60742045,-6.151257198,-48.28603365,111,0.3499699,30,19323.82704,29.97023081,0.5847224,18.80301821,0.844898839,5,6
5.641284789,-9.16240796,-49.37349225,189,0.7454323,30,21083.75626,32.23466906,0.5582315,14.65671391,0.861695654,5.1,6
5.689229661,-7.459392324,-48.85803186,223,0.7338336,30,19653.86597,34.47859919,0.53277147,14.65671391,0.878340348,4.9,6
5.706011628,-7.171463472,-49.06358845,214,1.0387934,30,19649.14712,30.42653648,0.6472002,15.93764775,0.848283556,5.1,6
5.726731379,-7.457521164,-48.72465547,237,0.92220736,30,19776.3102,30.44875361,0.6255315,15.99171498,0.848448355,4.9,6
5.827058758,-7.842889456,-48.90498798,174,0.58488846,30,19602.25039,37.74793532,0.43589118,14.99318615,0.902591146,5.1,6
5.934787814,-7.830320778,-48.90355582,185,0.57178575,30,19578.14857,37.74793532,0.43589118,14.99318615,0.902591146,5.1,6
5.943448746,-8.133577557,-48.46911943,221,0.70294863,30,21291.58688,35.51059709,0.4463123,15.24450057,0.885995349,5.3,6
6.040072214,-7.761165371,-49.00801969,211,0.8271688,30,19458.43762,33.68049152,0.49540043,14.43357036,0.872420263,5,6
6.061053944,-11.51895821,-46.81093342,563,0.57985735,30,17314.41638,29.63697386,0.56052995,17.14162056,0.842426855,5.4,6
6.084392266,-9.709371274,-49.20347841,226,1.0694934,30,20349.224,33.06866594,0.5840673,18.1161802,0.867881953,5.2,6
6.0861345,-7.128858963,-48.6870294,202,0.50775826,30,20052.80657,33.00201455,0.49152026,17.74775636,0.867387556,5,6
6.144309043,-9.456140067,-49.35756517,241,1.1890807,30,21237.77451,37.24411917,0.39966482,14.43357036,0.898854013,5.1,6
6.16753413,-8.08303265,-48.95813101,189,0.403799,30,19614.85082,34.64608217,0.48254055,15.24450057,0.879582678,5.1,6
6.196357127,-9.337866878,-49.12097568,234,0.85654527,30,21515.56599,36.28844078,0.46660632,17.97452968,0.891765123,5.1,6
6.218640764,-6.48462593,-48.24207334,160,0.77868265,30,19672.41903,30.79739165,0.415948,14.65671391,0.85103443,5.2,6
6.303817193,-7.443164478,-48.88768561,243,0.8381617,30,19509.73848,31.08108731,0.56564426,15.24450057,0.853138786,5.1,6
6.312688768,-12.12118227,-47.98316265,479,2.0781677,30,16134.41129,32.05778652,0.4522449,14.65671391,0.860383601,5.5,6
6.357311674,-6.977697792,-49.10264657,188,0.7131061,30,19266.12383,31.49124971,0.46431556,14.43357036,0.856181228,5,6
6.368068577,-12.95137895,-48.69292751,351,1.4815211,30,16846.30626,30.4299545,0.5983826,16.18277021,0.848308909,5.6,6
6.383082067,-9.223704547,-49.35467771,190,0.7914789,30,21148.77229,37.05749528,0.43130437,19.79603554,0.897469702,5,6
6.463142366,-8.148582951,-48.52089139,243,1.8216321,30,20486.27785,33.70213898,0.42743102,15.7553262,0.872580836,5.5,6
6.482041241,-8.819895229,-49.25042383,194,0.7885305,30,21304.8678,35.52622232,0.46479842,16.99851972,0.886111252,5.2,6
6.487269701,-7.349005819,-48.39602918,246,0.74156994,30,19871.77547,31.67325928,0.46718624,15.53218265,0.857531312,5.1,6
6.504464641,-13.07389408,-47.28589347,456,0.8345355,30,15276.69587,30.04987068,0.5233927,15.61222535,0.84548958,5.4,6
6.519331244,-8.813744936,-49.31873581,198,0.42051074,30,21141.88722,36.17906414,0.44962633,15.12671754,0.890953806,5.2,6
6.536512148,-8.290273048,-49.20819418,187,0.6683747,30,18689.66033,35.85777026,0.4633402,14.65671391,0.888570559,5.1,6
6.592999308,-7.562118693,-49.20344248,200,0.7210176,30,19340.88967,34.90243367,0.41926658,15.99171498,0.881484205,5.1,6
6.598233348,-8.213896536,-47.94707654,212,0.57719034,30,20019.63611,33.21734981,0.41740677,14.99318615,0.868984838,5.2,6
6.631672724,-6.699658313,-48.34455003,246,1.7104751,30,19869.02785,30.42311846,0.4529368,16.13831845,0.848258202,5.2,6
6.663918887,-9.341533829,-49.26268678,197,0.28127337,30,21178.46559,33.92431028,0.47146514,19.34069528,0.874228825,5,6
6.669742672,-5.977835834,-48.27417793,107,0.17301653,30,19121.45442,32.94732623,0.53319025,25.37508386,0.866981897,5.1,6
6.670596123,-8.647291471,-48.03683694,228,1.024864,30,20205.96039,29.86769021,0.4044648,14.65671391,0.844138228,5.1,6
6.672413004,-7.58709498,-48.17392406,234,0.36953044,30,19839.58277,32.14409153,0.4644405,15.81986472,0.861023782,5.1,6
6.677252054,-7.988948204,-49.08719701,190,1.0321149,30,19350.31616,34.58370331,0.44325852,18.18893955,0.879119974,5.1,6
6.680614377,-9.825484029,-49.31459296,264,0.86365026,30,20419.41168,37.2830846,0.4716128,16.26615182,0.899143045,5,6
6.680864728,-8.20654011,-48.33271578,202,0.74003047,30,21058.32807,33.10968218,0.33845523,16.34311286,0.868186197,5.3,6
6.701526363,-8.434347044,-48.82059164,261,1.9125626,30,20568.55208,31.69803992,0.4755059,16.5130119,0.857715126,5.3,6
6.720602923,-11.74059444,-49.36281535,231,0.6295386,30,17425.08057,32.15434559,0.5094941,16.60262406,0.861099843,5.4,6
6.816353061,-6.139448678,-47.94034815,196,1.1554478,30,19166.36034,26.47188734,0.46925008,16.30537254,0.818949343,4.9,6
6.840457571,-7.029823168,-47.98087173,246,0.99704134,30,18812.87182,32.96783435,0.4760627,14.65671391,0.86713402,5.2,6
6.875042148,-9.068648548,-48.20312186,203,0.65997106,30,19169.31375,30.19752914,0.4784001,15.34986109,0.846584859,5.1,6
6.915530932,-7.546660699,-48.45626668,315,2.3002589,30,19722.15093,32.11982359,0.46880597,14.83903547,0.860843771,5.4,6
6.916551308,-12.7132861,-46.51064,447,0.47872218,30,14704.03054,35.95572637,0.3903826,14.43357036,0.889297164,5.7,6
6.931071824,-6.180562135,-47.68026211,275,1.9508153,30,18161.85572,32.36797184,0.4835303,16.73615545,0.862684448,4.8,6
6.93173079,-7.641163821,-48.41162127,232,0.79494804,30,19787.64943,32.98492445,0.45647198,18.35058091,0.867260788,5.2,6
6.950018611,-7.929542699,-48.62310817,396,3.614679,30,21219.5375,31.09219588,0.48843756,15.81986472,0.853221186,5.5,6
6.964100949,-12.53361855,-49.76231674,314,1.9082857,30,16992.69618,32.11461111,0.5010601,15.34986109,0.860805106,5.3,6
7.005160461,-7.845490396,-47.89323051,202,0.24649209,30,19551.79625,31.1983254,0.40007904,14.43357036,0.854008417,5.2,6
7.014365131,-8.281878098,-48.35544723,250,0.47830468,30,20997.23614,33.43439408,0.35018235,14.99318615,0.870594797,5.4,6
7.020297807,-8.505924831,-49.22233778,182,0.33340797,30,19990.31139,36.77379962,0.4210489,18.10987103,0.895365347,5.2,6
7.031027414,-8.885093312,-48.84554702,277,0.77238387,30,20607.54122,33.66340142,0.48282573,14.83903547,0.872293494,5.3,6
7.034128111,-8.552753267,-47.96617984,216,0.80022246,30,20017.16148,30.62478164,0.43001047,18.30477137,0.849754069,5.2,6
7.044663039,-8.787848317,-47.89472226,286,1.8705432,30,19699.9018,30.18898409,0.46718562,16.34311286,0.846521475,5,6
7.057508128,-9.790668206,-48.29063755,252,5.8779674,30,18423.71521,31.03494404,0.48244977,18.12868036,0.852796511,5.3,6
7.083837561,-10.17644084,-49.01126084,269,1.7545115,30,19527.81264,32.88819448,0.48205423,16.63079494,0.866543279,5.3,6
7.095041446,-11.42460451,-47.29762403,374,0.4405159,30,17297.80092,31.01785394,0.5743156,17.61162419,0.852669743,5.5,6
7.122510798,-7.767423786,-48.21198439,237,0.900339,30,20133.72864,31.63309754,0.37050152,14.99318615,0.857233406,5.3,6
7.127827549,-8.601549703,-47.76106221,279,1.174461,30,19722.89545,30.06080834,0.46703184,14.43357036,0.845570711,5.1,6
7.172345935,-11.0822817,-49.55834585,195,0.20866057,30,18842.3394,31.86894092,0.52744275,17.37800934,0.85898281,5.1,6
7.185972473,-11.63320575,-48.86398676,291,0.7132609,30,17662.7718,29.70533426,0.48992023,14.65671391,0.842933928,5.2,6
7.19600934,-7.795787487,-48.52778928,341,2.1238666,30,20835.02591,28.91577164,0.44450718,14.65671391,0.837077227,5.3,6
7.241613877,-12.3839941,-48.7319027,259,0.51579344,30,17059.55262,32.08342168,0.4892024,21.31189683,0.860573754,5.4,6
7.257851357,-8.913430119,-48.83285815,260,1.2929931,30,20431.54204,34.9246508,0.4509793,18.99531099,0.881649004,5.3,6
7.261141035,-8.886838108,-48.11668942,187,0.7860666,30,19685.13864,31.27420544,0.3102548,14.65671391,0.854571269,5.2,6
7.300064452,-11.68709913,-49.18745546,277,0.95682466,30,17712.05105,31.32889376,0.48919475,15.53218265,0.854976928,5.4,6
7.36580323,-12.50188281,-48.47420567,292,0.6166441,30,16570.4508,32.35942679,0.4582218,19.48021609,0.862621064,5.5,6
7.410528648,-5.942120944,-47.90730692,223,0.5274798,30,18611.64272,31.40750822,0.41718596,15.34986109,0.855560063,5.1,6
7.414222308,-8.356844065,-47.70225318,236,1.2419994,30,19878.46518,29.22510245,0.4082341,17.03626004,0.839371736,5.3,6
7.429216096,-12.35678524,-48.71356944,255,0.055304755,30,17059.55262,32.08342168,0.4892024,21.62443477,0.860573754,5.4,6
7.437644217,-5.817849522,-47.79715093,263,0.6853054,30,16919.97205,33.21222278,0.5142909,14.43357036,0.868946808,5.1,6
7.442445194,-11.43950559,-49.15694388,244,0.63201016,30,18339.11747,28.71410846,0.4634225,16.04300827,0.83558136,5.4,6
7.446314281,-7.337816351,-47.68571481,183,0.5401799,30,18099.53084,28.1911514,0.42409536,14.83903547,0.831702246,5.3,6
7.465216122,-7.770396777,-47.54501039,193,0.38841194,30,18338.35051,30.58034738,0.4045948,15.44517127,0.849424471,5.3,6
7.465247319,-11.82335262,-50.16289868,195,0.07729086,30,17176.55083,30.71365016,0.62959415,14.99318615,0.850413265,5.3,6
7.473076097,-12.29433182,-50.03371163,199,0.24043591,30,16739.86204,33.94123762,0.40759817,16.9390963,0.874354387,5.3,6
7.476747738,-11.55063537,-49.12106103,254,0.47827446,30,17930.62078,30.90335027,0.5123313,16.959299,0.851820395,5.4,6
7.47917642,-11.48557618,-47.2536778,371,0.86956024,30,17218.68672,31.80058052,0.5227714,16.41457183,0.858475737,5.6,6
7.491544706,-10.37846356,-49.33838109,235,0.5391443,30,19078.77739,32.00053469,0.57697767,14.83903547,0.859958927,5.1,6
7.495226126,-10.15608203,-49.21432597,262,0.73551893,30,19879.58223,35.35703033,0.46631244,14.43357036,0.884856245,5.2,6
7.505829974,-8.16857913,-48.56131575,348,1.494416,30,20658.57722,33.04929716,0.47424588,16.76084806,0.867738282,5.6,6
7.517751115,-9.984939361,-49.40994437,194,0.4224666,30,20084.36746,31.36478297,0.63213927,19.91525041,0.855243142,5.2,6
7.540526705,-8.906171806,-48.31591249,238,0.71598125,30,19808.90546,34.4803082,0.32830924,17.29577124,0.878353025,5.2,6
7.551699117,-10.10591133,-48.75304065,327,0.70428103,30,18934.55145,33.58478696,0.4866814,16.09179843,0.87171036,5.2,6
7.552413698,-9.83178214,-48.9417082,255,1.5985388,30,19718.13812,32.18624711,0.44272327,17.83476774,0.861336477,5.4,6
7.555709022,-12.14134847,-46.442515,539,0.8730075,30,17162.37156,31.29027013,0.4851152,15.24450057,0.854690432,5.7,6
7.561030399,-7.470684229,-48.03502956,303,1.8000026,30,19671.46383,26.94186509,0.43969864,15.81986472,0.822435475,5.2,6
7.57149616,-8.859186031,-48.3223673,210,0.15945281,30,20061.85279,33.63434825,0.32869038,18.03088262,0.872077988,5.2,6
7.593149758,-10.45980273,-49.45819315,194,0.23517798,30,19455.86667,32.6687576,0.5174618,15.34986109,0.864915572,5.1,6
7.595869145,-6.431411194,-47.69198856,260,1.6128135,30,18283.85913,31.32547574,0.38894483,15.61222535,0.854951574,5.1,6
7.658870598,-11.58776375,-49.66632886,192,0.12246422,30,17307.20923,30.45729866,0.513166,21.31575139,0.848511739,5.4,4
7.664215403,-7.099237165,-48.41961708,339,1.2720869,30,19817.45792,28.806395,0.45427728,14.65671391,0.836265909,5.4,6
7.668062763,-7.698217703,-48.18669375,213,1.1836311,30,20069.51555,31.03152602,0.29399475,17.39108142,0.852771158,5.4,6
7.688958102,-10.33158051,-48.75009904,288,0.96604484,30,18161.44719,35.6766152,0.3868873,14.43357036,0.887226814,5.3,6
7.697881671,-7.099987125,-47.92792528,230,0.13966976,30,18539.97759,26.56075586,0.47450012,15.61222535,0.819608539,5.2,6
7.723288088,-11.13625361,-49.8718052,192,0.34780484,30,18768.41511,28.27318388,0.5253863,14.65671391,0.832310735,5.3,6
7.744509439,-12.74862395,-50.52972573,213,0.03864545,30,18370.86005,32.70806483,0.5458203,14.83903547,0.86520714,5.6,6
7.748880325,-10.23947209,-49.41329519,214,1.0325793,30,19984.86611,33.89411777,0.5190263,15.68633333,0.874004868,5.1,6
7.769162809,-7.124467903,-48.53661653,372,1.5088353,30,20131.54731,30.99563681,0.44021684,15.81986472,0.852504944,5.4,6
7.786301825,-8.697889657,-47.62479819,268,0.47833562,30,19108.01704,31.91508419,0.42861602,17.68200499,0.859325085,5.1,6
7.813954048,-8.943094652,-48.75350908,317,1.9227138,30,20001.95613,33.86050724,0.44072738,18.42717335,0.873755557,5.3,6
7.813961779,-11.26606758,-50.59231983,187,0.03864545,30,17688.78654,30.66237986,0.5528956,15.61222535,0.85003296,5.4,6
7.8140673,-11.54587652,-46.69798796,617,1.5322014,30,16384.66228,33.97785926,0.474288,14.99318615,0.874626033,5.6,6
7.817097959,-10.61947315,-48.59377866,300,1.6792663,30,17648.46934,33.61213112,0.47726545,14.65671391,0.871913189,5.5,6
7.832323838,-9.150812995,-48.61856784,349,2.6942022,30,20101.85326,32.09623925,0.43833932,15.88048934,0.86066883,5.4,6
7.84060482,-9.233833616,-48.41997191,250,0.7981848,30,19323.89189,35.42880875,0.3923478,15.7553262,0.885388672,5.3,6
7.852032919,-11.930621,-48.5908114,257,0.08794324,30,18348.98001,32.7029378,0.3955864,14.83903547,0.865169109,5.4,6
7.878907808,-9.053642749,-48.53733816,252,1.2002496,30,20100.29433,34.30769819,0.3473788,17.51318412,0.877072664,5.5,6
7.925176207,-8.720591311,-48.73735205,330,0.970123,30,20697.89397,35.4195801,0.3505391,14.65671391,0.885320217,5.5,6
7.940634269,-9.905794935,-47.68117324,297,1.9255362,30,18231.40754,33.41046794,0.5165866,17.48992725,0.870417322,5.1,6
7.952759396,-12.75348665,-50.23409423,225,0.31168923,30,18086.26665,33.73176182,0.4761822,17.61162419,0.872800568,5.7,9
7.980209126,-11.91460388,-48.62257305,252,0.55428463,30,18227.58019,32.9934695,0.37171337,22.19797252,0.867324172,5.4,6
7.986867658,-9.713749964,-48.54210421,247,0.36715505,30,19063.72084,34.49398028,0.5082451,16.09179843,0.878454439,5.2,6
7.99125561,-10.17090025,-49.42381593,237,0.45597073,30,19916.06323,36.85412309,0.47012296,15.7553262,0.895961158,5.2,6
8.002365261,-6.818305302,-48.01683087,245,1.1618147,30,19097.39187,26.40694496,0.41359195,17.45399524,0.818467623,5.3,6
8.010785961,-9.257063574,-48.66983807,301,1.4088128,30,19972.99651,32.94937704,0.43832687,16.41457183,0.86699711,5.4,6
8.027136232,-9.706367021,-48.54440345,253,0.40395045,30,19063.72084,34.49398028,0.5082451,16.09179843,0.878454439,5.2,6
8.031585169,-8.724276678,-48.48216834,273,0.85310274,30,20218.58839,28.88671847,0.35196462,15.93764775,0.836861721,5.3,6
8.035219442,-9.392546294,-48.26865544,272,0.39169702,30,18822.76949,30.26588954,0.47575018,14.65671391,0.847091932,5.1,6
8.039090581,-12.43677127,-48.683305,274,0.94020295,30,16837.70905,33.79157717,0.4426707,18.12868036,0.873244257,5.4,6
8.039477752,-11.18272473,-49.71957634,189,0.05518502,30,18494.84706,29.99586596,0.5119813,16.4812632,0.845088991,5.4,6
8.054909188,-10.54930026,-48.96960885,312,1.5795788,30,18593.61337,31.34342035,0.56369346,15.34986109,0.855084681,5.4,6
8.063736843,-12.47106139,-50.51716644,205,0.039579153,30,18306.74423,30.94607552,0.46268442,16.9390963,0.852137316,5.2,4
8.077486774,-12.34061015,-50.53075236,203,0.1736519,30,17995.10278,32.91029768,0.45965385,17.70123635,0.866707233,5.4,6
8.079690164,-9.821526734,-48.683038,279,0.9811775,30,19769.7024,36.31920296,0.39997357,15.24450057,0.891993307,5.5,6
8.086793931,-10.48648941,-50.42767719,179,0.11593621,30,18652.80096,34.4290379,0.43444052,15.7553262,0.877972719,5.1,6
8.128227084,-10.05774892,-49.35253481,223,1.093476,30,19890.28795,38.88100895,0.39386925,18.71715692,0.910995893,5.2,6
8.150308177,-7.587884665,-47.77424079,190,0.31160903,30,18816.73817,22.44716879,0.413387,16.57363652,0.789095381,5.3,6
8.157048474,-8.77004991,-47.7659979,300,0.3705235,30,19625.00342,30.11036963,0.42960554,15.34986109,0.84593834,5.3,6
8.15918936,-8.512504808,-48.61390832,397,1.715932,30,20303.26871,33.68262778,0.39452866,16.09179843,0.872436109,5.3,6
8.159987485,-10.57125759,-49.75116089,183,0.15458144,30,18992.96561,34.96224902,0.3940238,14.65671391,0.881927894,5.5,6
8.180233221,-11.72567298,-49.16804757,337,0.8559912,30,17669.04766,29.9685218,0.29101187,14.43357036,0.844886162,5.2,6
8.189318655,-10.76642894,-50.04884459,180,0.12242809,30,18301.2494,35.39348921,0.38664803,14.43357036,0.885126684,5.4,4
8.195629724,-10.11973805,-49.36836427,210,0.6001199,30,19689.87981,38.21449505,0.4184945,18.6712935,0.906051924,5.3,6
8.216347979,-12.89649586,-49.49448733,245,0.27751666,30,16732.321,33.11423954,0.49864125,17.5581355,0.868220002,5.3,6
8.249300983,-9.276803015,-48.22396402,336,0.33393183,30,19265.21861,32.98834247,0.46675766,14.83903547,0.867286142,5.1,6
8.283023196,-9.150848352,-47.71302117,271,0.38964364,30,18845.0316,29.83351001,0.5101437,18.21206197,0.843884691,5.3,6
8.342056457,-11.12595578,-48.60790519,225,0.16221163,30,18459.06851,34.46834513,0.47490984,15.53218265,0.878264287,5.3,6
8.363888375,-11.56829882,-48.98673091,297,0.42402092,30,17898.30895,33.13189931,0.43936214,15.24450057,0.868350996,5.3,6
8.37776114,-9.679229331,-49.91670455,184,0.36715055,30,19942.84832,32.55254492,0.43801543,14.43357036,0.864053547,5.3,6
8.390929064,-8.280364984,-47.33959129,316,0.27336335,30,18508.4489,30.30348776,0.44313335,14.83903547,0.847370823,5.2,6
8.405286829,-11.1159574,-49.7741132,194,0.22851487,30,18784.96134,30.3274139,0.43448597,15.34986109,0.847548299,5.5,6
8.405778081,-11.27705416,-48.52046828,268,2.8665228,30,18176.91131,34.77425792,0.35978252,15.81986472,0.880533442,5.4,6
8.411095892,-11.20562204,-49.10922976,276,0.486751,30,18727.6391,33.99836738,0.47153476,16.44847338,0.874778155,5.3,6
8.453347057,-8.327359743,-48.63853972,333,0.9015672,30,20414.51238,25.95576632,0.4398349,16.68486216,0.815120937,5.4,6
8.465282358,-11.42132165,-49.99561669,190,0.08676589,30,17403.20915,30.52224104,0.57194334,20.21508518,0.848993459,5.4,6
8.470208194,-12.59627859,-48.71644908,340,1.1288301,30,16917.82285,34.57943078,0.43814063,14.83903547,0.879088282,5.4,6
8.521598845,-9.548989692,-48.49813782,218,0.5826076,30,19427.66805,33.55402478,0.46089762,19.9026848,0.871482176,5.2,6
8.541240897,-9.706604186,-49.9232774,188,0.34780484,30,19830.13221,35.74668461,0.37602156,14.43357036,0.887746565,5.3,6
8.543136379,-10.3124194,-49.53873532,194,0.36626828,30,19807.97728,38.45204744,0.40374625,18.25676215,0.907814005,5.4,6
8.559326037,-10.46255589,-48.80827609,262,0.7506107,30,17907.46802,36.18590018,0.3938831,19.65121982,0.891004513,5.4,6
8.580686479,-11.60486155,-50.60846137,194,0.08786072,30,17296.05979,34.93148684,0.35496753,14.65671391,0.881699711,5.2,6
