longitude,latitude,elevation,slope,rainfall,lst,ndvi,twi,smi,rf_predictions,,svr_predictions,gbr_predictions,dtr_predictions
-50.33776427,-11.92549631,196,0.03864545,17397.29941,33.4549022,0.38198182,15.12671754,0.87074692,8.403392952,,8.245442649,6.87300729,6.520275635
-47.73947455,-7.863911971,203,0.19712542,19607.91377,28.77264205,0.40001208,16.18277021,0.836015542,8.411228878,,8.245442649,7.31817022,6.520275635
-49.55517238,-12.47273977,210,0.17617561,17039.49563,31.11624409,0.50533056,20.63610588,0.853399567,8.412394803,,8.245442649,7.31817022,6.520275635
-47.74207804,-8.327271678,257,1.5448754,19812.65255,26.7043127,0.49072185,16.57363652,0.820673394,8.398699647,,8.245442649,7.347523224,6.520275635
-48.62660766,-8.623633938,408,2.3220456,20661.07813,29.63583452,0.5043905,15.44517127,0.842418403,8.394678393,,8.245442649,7.281108846,6.520275635
-48.10405802,-5.710290625,111,0.34996647,19162.86953,29.12768888,0.5239406,19.02362691,0.838649156,8.404026277,,8.245442649,7.306109812,6.520275635
-49.53760202,-10.18296369,202,0.2775493,20272.61712,36.07139651,0.4436997,17.32394212,0.890155165,8.4023156,,8.245442649,7.335265669,6.520275635
-47.35267506,-10.97794534,378,1.0652946,17864.89749,35.44760786,0.38051048,16.8974236,0.885528117,8.397945137,,8.245442649,6.912136873,6.520275635
-49.14658346,-7.227752985,163,0.85008824,19592.21523,32.73028196,0.5340823,18.01012063,0.865371939,8.399854899,,8.245442649,7.394497734,6.520275635
-50.37233293,-11.69868128,194,0.039464954,17780.9062,32.9592893,0.39326173,18.85541849,0.867070635,8.404736385,,8.245442649,7.351095284,6.520275635
-48.87738145,-12.1585257,288,0.77518743,16919.10349,34.71444257,0.38560984,14.65671391,0.880089752,8.397166006,,8.245442649,6.911682372,6.520275635
-46.61892069,-10.98307704,581,1.1730789,16846.68122,38.27302864,0.25170845,16.80847611,0.906486106,8.408442114,,8.245442649,7.307471736,6.520275635
-50.06437534,-12.50973767,208,0.08683817,17525.6278,32.75762612,0.49844325,19.52270871,0.865574768,8.410192664,,8.245442649,7.343382108,6.520275635
-49.36774324,-8.448040757,151,0.123415194,19496.17044,30.6692159,0.369197,24.24649022,0.850083667,8.405492032,,8.245442649,6.929663613,6.520275635
-47.12095417,-11.77799788,384,0.67550385,16387.66714,33.21222278,0.4846904,14.65671391,0.868946808,8.397352359,,8.245442649,7.389770366,6.520275635
-47.5416581,-11.27683024,615,1.3861183,17467.35586,33.92658896,0.41103044,14.83903547,0.874245728,8.397166006,,8.245442649,7.347523224,6.520275635
-46.47258966,-12.70170263,483,6.9313216,15167.19996,34.79519329,0.46122897,16.8974236,0.880688733,8.338241402,,8.245442649,6.813363239,6.520275635
-48.60465337,-11.17145939,237,0.27843437,18067.33402,31.40238119,0.5652204,14.43357036,0.855522032,8.409211439,,8.245442649,7.340955663,6.520275635
-47.52714882,-11.29366656,620,1.2692877,17467.35586,33.92658896,0.41103044,14.99318615,0.874245728,8.397166006,,8.245442649,7.378434241,6.520275635
-47.00177479,-8.889144696,472,2.4791505,17913.69227,32.05009598,0.5331635,15.24450057,0.860326555,8.394965001,,8.245442649,7.281108846,6.520275635
-49.99472746,-12.410006,235,0.89666444,17577.31754,39.80900138,0.3800497,16.22532983,0.917879418,8.397945137,,8.245442649,6.762846807,6.520275635
-49.48288459,-12.61459999,226,0.81614023,16972.31005,34.64095514,0.4301474,20.3457211,0.879544648,8.396453716,,8.245442649,7.389770366,6.520275635
-48.6914359,-8.316648549,302,0.6327128,20598.4579,32.90915834,0.44153902,16.60262406,0.866698781,8.398469832,,8.245442649,7.389770366,6.520275635
-46.65098692,-11.25341115,672,3.4009123,16148.20671,34.40511176,0.41129306,16.34311286,0.877795244,8.381869592,,8.245442649,7.281108846,6.520275635
-46.76893552,-12.57059695,369,0.27663824,15480.09966,32.96840402,0.48335025,19.7794867,0.867138245,8.405396349,,8.245442649,7.334811168,6.520275635
-48.41932766,-10.93484043,266,1.3705552,17968.57472,33.8479745,0.4281553,15.68633333,0.873662593,8.397166006,,8.245442649,7.347523224,6.520275635
-46.72871414,-11.57882934,553,0.79762876,17132.71724,35.67319718,0.39317942,18.19477047,0.88720146,8.397000016,,8.245442649,7.390224867,6.520275635
-50.62259435,-11.86487121,195,0,16911.33302,32.8909289,0.2309322,14.43357036,0.866563562,8.424756615,,8.245442649,7.295207634,6.520275635
-47.5051062,-10.15065827,324,0.87509376,17603.7817,33.83302066,0.47226405,14.43357036,0.873551671,8.397352359,,8.245442649,7.389770366,6.520275635
-50.19500829,-9.861133382,170,0,19705.55396,32.52349175,0.48884997,25.07067502,0.863838041,8.40513059,,8.245442649,7.375003173,6.520275635
-47.06578721,-10.86440869,405,2.0457282,17545.83371,38.37300573,0.36303985,15.24450057,0.907227701,8.393042601,,8.245442649,6.844117982,6.520275635
-47.68309215,-9.22325343,245,0.9302483,18563.42728,0,0.4784386,18.26763182,0,8.422167865,,8.245442649,7.449892261,6.520275635
-48.79831944,-8.682428362,310,0.4397569,20430.3211,34.88363456,0.47657397,14.83903547,0.881344759,8.397388555,,8.245442649,7.358414954,6.520275635
-48.02499128,-7.496937231,309,0.9114819,19671.46383,26.94186509,0.43969864,14.65671391,0.822435475,8.398795801,,8.245442649,7.389770366,6.520275635
-47.39028035,-10.72728133,317,1.3595876,17771.87779,33.78085702,0.41459727,15.53218265,0.873164739,8.397166006,,8.245442649,7.347523224,6.520275635
-47.11014532,-10.9752465,443,0.21145473,17860.6845,38.45888348,0.33129334,14.99318615,0.907864713,8.406418204,,8.245442649,7.566151121,6.520275635
-49.18136298,-10.07833365,233,0.58248633,20047.4649,36.48155891,0.43763998,18.2063313,0.893197607,8.396287726,,8.245442649,7.390224867,6.520275635
-48.71150374,-11.01397997,308,0.90261436,18647.0564,34.91610575,0.32596102,15.34986109,0.881585619,8.400093364,,8.245442649,7.633514293,6.520275635
-50.09971386,-9.978298411,175,0.27737483,19852.41229,28.73290757,0.6272238,23.25648198,0.835720805,8.404040606,,8.245442649,7.340955663,6.520275635
-49.22342008,-8.920210778,200,0.53854156,21377.66388,36.38756336,0.3917183,14.99318615,0.89250038,8.397000016,,8.245442649,7.390224867,6.520275635
-48.57280129,-8.654237748,351,6.65014,20571.42179,26.53455104,0.50643456,17.59057078,0.819414161,8.341355977,,8.245442649,7.047574484,6.520275635
-47.43837886,-9.608631281,269,0.43113375,17774.07434,33.32159942,0.39307132,18.90234792,0.869758126,8.401228797,,8.245442649,7.358414954,6.520275635
-48.51087891,-11.69414081,258,0.40213105,18132.64823,35.60483678,0.4091698,17.01756791,0.886694387,8.401062807,,8.245442649,7.334358013,6.520275635
-46.72528661,-12.05939393,416,1.1140186,16121.4456,32.95245326,0.506956,18.54033744,0.867019928,8.399242322,,8.245442649,7.389770366,6.520275635
-47.54820324,-10.6858825,349,1.1752278,17479.55349,33.65109655,0.42471528,15.61222535,0.872202221,8.397166006,,8.245442649,7.389770366,6.520275635
-47.34709701,-11.60335235,368,0.34780484,16732.05509,35.22201854,0.4465452,16.13831845,0.883854774,8.400459105,,8.245442649,7.306564313,6.520275635
-49.50653604,-9.524408501,212,0.5597429,20776.24367,35.4194092,0.4347049,14.83903547,0.885318949,8.396287726,,8.245442649,7.390224867,6.520275635
-46.4542527,-12.86329238,634,2.2738972,15038.94799,33.46378905,0.44860026,15.24450057,0.870812839,8.391563818,,8.245442649,7.281108846,6.520275635
-48.65074711,-8.241092612,576,9.208211,20576.04632,32.91827306,0.41519535,14.43357036,0.866766391,8.340969808,,8.245442649,6.812126358,6.520275635
-48.24739158,-11.44281218,262,0.12443777,17618.04327,32.01078875,0.36964095,14.99318615,0.860034988,8.405492032,,8.245442649,6.929663613,6.520275635
-50.204168,-9.939292766,171,0.08746821,19777.83523,31.74931022,0.5057859,15.53218265,0.858095431,8.409041033,,8.245442649,7.333669657,6.520275635
-48.12840465,-13.05093871,328,1.0312808,15105.10675,31.04724891,0.48827007,23.58538079,0.852887785,8.399518791,,8.245442649,7.389770366,6.520275635
-48.4387113,-6.816504163,190,0.90512866,20242.33582,31.02981701,0.52496654,15.81986472,0.852758481,8.399854899,,8.245442649,7.389770366,6.520275635
-47.73736931,-5.583034238,178,0.122731894,16675.7694,29.7292604,0.38490042,15.44517127,0.843111404,8.406395083,,8.245442649,6.889020983,6.520275635
-47.1125689,-9.27840154,318,1.4588764,18219.62802,35.58774668,0.41587472,14.99318615,0.886567618,8.397000016,,8.245442649,7.347977725,6.520275635
-48.34681099,-11.31660351,250,0.9692539,18262.7922,29.11059878,0.43816203,18.35554369,0.838522387,8.398795801,,8.245442649,7.389770366,6.520275635
-47.57945001,-11.18874503,489,1.5016199,17533.32703,29.32251602,0.5257143,14.65671391,0.840094316,8.399035755,,8.245442649,7.347523224,6.520275635
-50.35102564,-11.09636775,187,0.36653996,18189.59155,32.90118296,0.46219406,14.99318615,0.866639623,8.402641211,,8.245442649,7.328936514,6.520275635
-49.37093787,-10.81434508,204,0.3561985,19251.76547,35.4259604,0.3778533,18.960779,0.885367544,8.401844078,,8.245442649,6.702012955,6.520275635
-48.01641199,-12.31930652,401,1.2708784,16029.41658,31.27335094,0.4856914,14.65671391,0.854564931,8.399518791,,8.245442649,7.378434241,6.520275635
-47.17743395,-12.93466137,403,0.42509222,15338.20981,31.17508286,0.5568323,14.65671391,0.853836012,8.405437623,,8.245442649,7.336201791,6.520275635
-48.68526983,-8.96441356,466,3.124354,20352.49383,30.25856521,0.5153104,15.34986109,0.847037603,8.394965001,,8.245442649,7.281108846,6.520275635
-48.6440197,-11.75113234,232,0.03864545,17822.62555,30.54616718,0.43836525,24.41522193,0.849170935,8.404350064,,8.245442649,7.351095284,6.520275635
-47.79475666,-7.695349185,199,2.1717665,18968.7379,29.13623393,0.49301264,16.63079494,0.83871254,8.395994709,,8.245442649,7.281108846,6.520275635
-48.96703971,-7.214385829,248,0.50297344,19865.50589,31.88603102,0.56364715,14.99318615,0.859109579,8.402899214,,8.245442649,7.364559448,6.520275635
-48.62763519,-7.263845264,182,0.2596606,19511.20807,33.30450932,0.49756762,14.43357036,0.869631357,8.404405711,,8.245442649,7.334811168,6.520275635
-47.98623664,-8.461130761,273,1.0153335,20044.43795,25.6276364,0.51274925,14.65671391,0.812686983,8.399854899,,8.245442649,7.389770366,6.520275635
-49.62917256,-11.64666676,197,0.118371956,17079.63409,33.54377072,0.44263157,14.83903547,0.871406115,8.404751251,,8.245442649,7.367108978,6.520275635
-49.04590449,-7.831301191,198,1.1337547,19392.72489,34.74691376,0.43177685,14.99318615,0.880330612,8.396453716,,8.245442649,7.389770366,6.520275635
-48.70183424,-12.0979581,259,0.087987185,17822.70742,33.63605726,0.40866992,17.17441038,0.872090665,8.40622189,,8.245442649,7.333669657,6.520275635
-48.38356729,-12.40849321,348,0.27339485,16361.46739,32.95416227,0.43083236,18.2063313,0.867032605,8.404497706,,8.245442649,7.334811168,6.520275635
-48.75378964,-8.783647373,386,2.7956867,20413.42853,28.50304572,0.5069808,15.61222535,0.83401577,8.394678393,,8.245442649,7.281108846,6.520275635
-50.05726873,-9.635933938,175,0.039197803,20310.62907,31.19046395,0.4844576,15.7553262,0.853950104,8.405553955,,8.245442649,7.351095284,6.520275635
-49.67397276,-10.75511917,181,0.11028755,19484.24597,37.22754178,0.35730726,16.4812632,0.898731048,8.405677209,,8.245442649,6.943857436,6.520275635
-46.90086143,-10.3212273,377,1.0294385,17021.22467,38.14100762,0.30695632,21.28924256,0.90550682,8.401289875,,8.245442649,7.336644934,6.520275635
-49.46904958,-12.78795112,241,0.14043708,16795.32018,34.70453031,0.4227433,15.12671754,0.880016226,8.405969702,,8.245442649,7.32020716,6.520275635
-50.63916742,-12.20304729,203,0.07729086,16987.09896,34.5955443,0.44842657,24.34243095,0.879207806,8.405419013,,8.245442649,7.489017925,6.520275635
-47.89623029,-11.65875965,327,0.7385974,16829.42671,32.67473913,0.44826603,14.83903547,0.864959941,8.398795801,,8.245442649,7.389770366,6.520275635
-46.96799331,-12.5171722,412,2.2347782,15253.74781,33.73005281,0.4047556,15.99171498,0.872787891,8.392276108,,8.245442649,7.281108846,6.520275635
-47.13406099,-12.83699807,432,1.5076822,15225.88291,32.08085816,0.50176555,15.12671754,0.860554739,8.399900778,,8.245442649,7.347523224,6.520275635
-47.25718414,-8.262031673,268,0.6778692,18451.87189,31.75443725,0.4423464,14.99318615,0.858133462,8.398795801,,8.245442649,7.389770366,6.520275635
-46.7928492,-10.58616194,461,1.0001845,16720.84413,37.09851152,0.40673262,15.24450057,0.897773947,8.397000016,,8.245442649,7.390224867,6.520275635
-48.5804214,-10.3922308,315,4.0909376,17618.47685,31.82108864,0.50436467,16.99851972,0.858627859,8.349232994,,8.245442649,7.281108846,6.520275635
-48.18894096,-10.63573038,268,0.6313438,17840.66633,35.61167282,0.33849448,17.96725692,0.886745094,8.398887503,,8.245442649,7.633968794,6.520275635
-47.53486043,-6.590009827,180,1.6019818,17752.56025,33.79898288,0.39110366,18.57670508,0.87329919,8.396346862,,8.245442649,7.347523224,6.520275635
-47.17294555,-9.853469902,287,0.28523996,17308.77118,36.00474512,0.40566653,17.61162419,0.889660768,8.40302789,,8.245442649,7.335265669,6.520275635
-48.02639956,-9.45501656,295,0.41978487,18138.53711,29.58057653,0.59639204,15.24450057,0.842008519,8.40097106,,8.245442649,7.340048006,6.520275635
-48.54410817,-7.400696528,323,1.2685645,19797.18057,30.95120255,0.49743617,14.99318615,0.852175346,8.400719922,,8.245442649,7.378434241,6.520275635
-46.55015983,-12.74847403,398,0.11886719,14840.83232,34.71546798,0.47213587,17.22166327,0.880097358,8.406053116,,8.245442649,7.367108978,6.520275635
-48.39709899,-8.402378916,210,0.62931025,20160.21381,31.79545349,0.41797152,15.81986472,0.858437706,8.399508091,,8.245442649,7.389770366,6.520275635
-46.44812113,-11.95856997,487,2.0360875,16971.1643,31.30838564,0.5624603,16.04300827,0.854824806,8.399431971,,8.245442649,7.28968243,6.520275635
-47.20385158,-11.17487579,611,0.79898304,17532.85391,32.53545482,0.4541818,14.83903547,0.863926779,8.398795801,,8.245442649,7.389770366,6.520275635
-48.27665479,-7.175465931,202,0.2486411,19719.12447,28.51386946,0.5864473,19.77110844,0.834096057,8.402936144,,8.245442649,7.340955663,6.520275635
-47.25720975,-8.107162174,234,0.29477498,19012.77919,29.94915302,0.46660227,18.78706891,0.844742491,8.405155655,,8.245442649,7.334811168,6.520275635
-48.26533421,-6.886913384,202,1.0508848,19785.66704,32.18112008,0.4744322,15.88048934,0.861298447,8.399694444,,8.245442649,7.389770366,6.520275635
-50.27245989,-11.62861768,192,0.08677908,17306.95762,33.09259208,0.40951195,19.8563153,0.868059429,8.40622189,,8.245442649,7.343382108,6.520275635
-47.25126653,-10.92641527,385,0.8300778,17793.3615,36.39781742,0.33047557,16.26615182,0.892576441,8.398888218,,8.245442649,7.633968794,6.520275635
-47.80749182,-9.539976827,298,0.3158721,17963.90308,31.37446736,0.463708,15.93764775,0.855314977,8.404823675,,8.245442649,7.334811168,6.520275635
-48.06298777,-9.936324774,364,0.8080674,18474.80465,32.88751088,0.40143177,14.65671391,0.866538208,8.399182122,,8.245442649,7.389770366,6.520275635
-46.97803588,-10.72237427,464,1.3379463,17333.51413,38.0977127,0.39774218,16.83146563,0.905185673,8.397000016,,8.245442649,7.347977725,6.520275635
-47.1954188,-11.21929499,519,4.495909,17577.13148,31.6091714,0.47430795,14.83903547,0.85705593,8.340928662,,8.245442649,7.218418434,6.520275635
-49.47342876,-12.46635535,221,0.95509636,17038.95766,33.81355016,0.43623105,15.61222535,0.873407245,8.396453716,,8.245442649,7.389770366,6.520275635
-49.77022965,-12.47549409,267,1.0358213,17007.82437,34.45433125,0.4612237,16.78494562,0.878160337,8.396453716,,8.245442649,7.389770366,6.520275635
-48.03805041,-7.142061533,242,1.1910464,18932.00915,30.4812248,0.44241557,15.12671754,0.848689215,8.398795801,,8.245442649,7.389770366,6.520275635
-49.80774367,-11.67187175,198,0.14138053,16315.66252,34.45638206,0.46607253,16.34311286,0.878175549,8.405589392,,8.245442649,7.32020716,6.520275635
-48.29875241,-7.454154219,314,0.83287495,19897.09393,28.32958121,0.38264674,14.43357036,0.832729071,8.400372027,,8.245442649,6.911682372,6.520275635
-49.31400117,-12.63341881,229,0.7138777,17277.6797,34.88021654,0.4614076,18.34559336,0.881319406,8.396453716,,8.245442649,7.389770366,6.520275635
-49.76249274,-11.57976155,193,0.039448876,16735.2501,30.43337252,0.5110423,14.83903547,0.848334263,8.405728045,,8.245442649,7.351095284,6.520275635
-48.04677427,-11.19111963,281,0,17860.17761,37.64881274,0.3782588,15.93764775,0.90185589,8.402799624,,8.245442649,6.748079615,6.520275635
-47.22285651,-12.41968322,345,0.77431077,14889.82826,36.05920557,0.41498604,22.00169133,0.890064736,8.397000016,,8.245442649,7.390224867,6.520275635
-48.37344106,-9.812125568,227,0.47269386,18701.85096,28.83373916,0.13194229,24.52614817,0.836468739,8.469344856,,8.245442649,8.081950948,6.520275635
-46.59363276,-10.14211779,430,1.9122868,15553.70964,34.5999389,0.32921496,15.7553262,0.879240404,8.398235064,,8.245442649,7.524852773,6.520275635
-50.47149456,-12.22947864,201,0.039542872,16845.79152,35.67376685,0.37992078,18.54853421,0.887205686,8.403060971,,8.245442649,6.724171726,6.520275635
-47.90193216,-10.94608896,631,6.3486705,17781.61033,29.60669997,0.58448386,14.65671391,0.842202293,8.338695956,,8.245442649,7.056148067,6.520275635
-46.884645,-8.435692827,505,3.7848911,17871.60514,30.6179456,0.5236719,14.43357036,0.849703362,8.369923538,,8.245442649,7.281108846,6.520275635
-46.75194916,-11.59466735,582,0.7126142,17439.81643,29.42505662,0.5450162,14.99318615,0.840854926,8.404060189,,8.245442649,7.394497734,6.520275635
-48.10511858,-9.728753362,346,1.3334415,18019.64236,32.91827306,0.5085807,15.24450057,0.866766391,8.39952893,,8.245442649,7.347523224,6.520275635
-47.60831859,-8.408195013,266,0.9446281,19228.4114,28.27831091,0.3308429,15.93764775,0.832348765,8.401396293,,8.245442649,7.633514293,6.520275635
-49.69351266,-11.7163515,192,0.05523747,16305.76534,33.27716516,0.45195484,20.32934966,0.869428528,8.405971395,,8.245442649,7.337187747,6.520275635
-47.40950322,-12.16425006,373,0.39720738,15285.97684,32.02616984,0.49686044,14.83903547,0.86014908,8.404782712,,8.245442649,7.333903512,6.520275635
-49.86494628,-12.84472979,294,0.8751875,17962.19624,32.98492445,0.42893285,16.22532983,0.867260788,8.396453716,,8.245442649,7.389770366,6.520275635
-47.74565037,-11.05046306,351,2.8381166,17477.76899,30.26110431,0.478189,16.78494562,0.847056437,8.394804546,,8.245442649,7.281108846,6.520275635
-47.19474962,-9.699565803,286,0.57906014,17543.89905,36.0355073,0.41673955,16.99851972,0.889888951,8.397000016,,8.245442649,7.390224867,6.520275635
-46.76664708,-8.280160613,467,0.39809075,16829.19428,32.26543124,0.31108543,16.99851972,0.861923838,8.406225801,,8.245442649,7.283432912,6.520275635
-48.59676554,-8.94821961,348,1.644658,20405.52854,29.34302414,0.47372168,15.68633333,0.840246438,8.3988753,,8.245442649,7.347523224,6.520275635
-47.47405842,-5.928519695,157,0.76460314,16940.1556,30.51882302,0.42744386,16.73615545,0.848968105,8.399508091,,8.245442649,7.389770366,6.520275635
