latitude,longitude,elevation,slope,landcover,rainfall,lst,ndvi,twi,smi,soil_ph,soil_texture,rf_predictions,svr_predictions,gbr_predictions,dtr_predictions,lr_predictions
-49.35421445278764,-11.615219778064173,286,1.3681674,30,17724.815393859695,32.13611615000002,0.48980212,14.656713909442765,0.8609646231597454,5.2,6,7.151334586709019,8.073246622868274,7.120033717,7.120033717,-37341829.34479928
-49.63876353237558,-9.27361180939638,188,0.15946387,30,20321.45610501369,31.218833516000018,0.57346576,16.93909629511929,0.8541605395263935,5.1,6,7.181255237267017,8.073246622868274,7.120033717,7.120033717,-36255888.92981532
-50.608104663258764,-11.817499835685913,196,0.055247724,20,17295.65203415526,32.911437019999994,0.37429968,0.0,0.8667156837888547,5.3,6,7.111038731502014,8.073246622868274,7.120033717,7.120033717,-38260403.410422556
-47.46270642224862,-8.945073321512027,307,0.8997106,30,18788.045789582382,0.0,0.41906875,14.839035466236718,0.0,5.1,6,7.140309861949014,8.073246622868274,7.120033717,7.120033717,-6615.545778114515
-49.02511018377296,-12.177343013984581,283,0.4654174,30,16888.42673395733,36.41490752000004,0.3755339,15.244500574344883,0.892703209776381,5.2,6,7.160932590519021,8.073246622868274,7.120033717,7.120033717,-42411567.953772046
-48.036213040307516,-5.391517833398682,132,0.745898,30,18348.037292853085,33.62238518000004,0.44235387,16.808476112702227,0.871989250038031,4.8,6,7.155143587171021,8.073246622868274,7.120033717,7.120033717,-39103227.392409
-48.83193093614857,-8.886155196804857,260,1.3270773,10,20607.541223409204,33.663401420000014,0.48282573,18.99531098618931,0.872293494244714,5.3,6,7.151334586709019,8.073246622868274,7.120033717,7.120033717,-39152582.042307384
-47.18675540023098,-13.08740593682939,480,0.31975204,20,14969.508737278462,31.70601529999999,0.4426488,16.043008270562655,0.857774284603553,5.5,6,7.177928364315019,8.073246622868274,7.120033717,7.120033717,-36831125.24439711
-49.59203632361651,-11.06599379269354,198,0.45294765,30,18842.339398689426,31.40750822000001,0.45778716,14.433570358128554,0.8555600628771363,5.3,6,7.155490761766021,8.073246622868274,7.120033717,7.120033717,-36478919.64039667
-50.33937639958479,-11.535711060286927,190,0.039442305,30,17277.479759059977,34.49398028000002,0.38987246,14.433570358128554,0.8784544394300494,5.2,6,7.195999795040019,8.073246622868274,7.120033717,7.120033717,-40135592.77925771
-50.232354119179774,-11.160725225534103,185,0.0,30,18121.971143791277,32.47393046000002,0.37462673,16.831465630926925,0.8634704122509004,5.6,6,7.199175589703018,8.073246622868274,7.120033717,7.120033717,-37742293.87729976
-47.534359176543944,-10.439858090536582,313,0.85013765,10,17642.840232470295,36.70543922000002,0.4316991,15.991714976175103,0.8948582729070537,5.3,6,7.15378162552302,8.073246622868274,7.120033717,7.120033717,-42756078.460026205
-48.874082000525796,-11.728951233802835,275,0.7098682,40,17661.641686133873,33.473701310000024,0.443577,14.656713909442765,0.8708863647888041,5.3,6,7.1559301003510205,8.073246622868274,7.120033717,7.120033717,-38926749.159651384
-47.47203668755332,-8.412343898177262,273,1.4740783,20,18978.69602645209,33.08746504999999,0.39978835,14.993186146063977,0.8680213985092035,5.3,6,7.155869740916018,8.073246622868274,7.120033717,7.120033717,-38469556.43563344
-49.91748016328445,-10.31849494998753,176,0.03864545,20,18829.75252059453,29.08496363000006,0.5341085,20.763736797185018,0.8383322346736987,5.3,6,7.18739797109602,8.073246622868274,7.120033717,7.120033717,-33726883.27144579
-47.93165218535411,-7.785884273926303,171,0.3029812,30,19501.400528539547,29.50594976000002,0.47971028,18.18893955351132,0.8414549634061832,5.3,6,7.175293342129018,8.073246622868274,7.120033717,7.120033717,-34225966.27449366
-49.150237488425596,-11.245649904755975,283,1.0018144,30,18603.075547282395,38.31489938750002,0.35810503,14.993186146063977,0.9067966888088842,5.2,6,7.175642262226019,8.073246622868274,7.120033717,7.120033717,-44663527.280836284
-46.319878838970645,-10.856104671519617,599,2.37099,30,14360.732542733702,36.94213710500003,0.29074454,16.602624058498076,0.8966140155164549,5.7,6,7.189748849409017,8.073246622868274,7.120033717,7.120033717,-43035266.03817356
-47.43467995174113,-10.184241334190673,281,0.737531,20,17170.42440469069,33.63605726000003,0.449759,14.656713909442765,0.872090664773592,5.4,6,7.1538623889470205,8.073246622868274,7.120033717,7.120033717,-39118943.714602605
-49.405426777958695,-11.420876509068757,242,0.8780689,30,18147.71582519266,33.117201824000006,0.5227813,17.71071509112073,0.8682419755590489,5.3,6,7.15038818833402,8.073246622868274,7.120033717,7.120033717,-38504508.46365075
-47.909357115954876,-11.287140426216652,313,0.85260737,10,17794.11541578551,31.06741523000005,0.55016506,15.532182646796663,0.8530373713300548,5.5,6,7.14927315714902,8.073246622868274,7.120033717,7.120033717,-36075508.65451572
-47.79220048952491,-6.016397558004003,232,0.46738738,30,17981.69225555914,34.692225440000016,0.42945564,16.93909629511929,0.8799249530956851,4.9,6,7.1561888697400216,8.073246622868274,7.120033717,7.120033717,-40370735.146405675
-48.726641061458324,-11.647503959367716,234,0.14137101,10,17965.61290209008,31.04861612000002,0.44013393,20.4979367932202,0.8528979260686581,5.4,6,7.186905056091018,8.073246622868274,7.120033717,7.120033717,-36053324.328629695
-46.745194958199455,-9.964076421780208,395,1.137013,30,16684.330496509494,40.704522620000034,0.29905766,16.182770212937815,0.9245220830586688,5.6,6,7.187684112978018,8.073246622868274,7.120033717,7.120033717,-47494315.10027899
-47.302113698777575,-9.011228449504797,308,0.3033789,30,18622.741808509287,31.995407660000012,0.44856167,14.993186146063977,0.8599208965062626,5.2,6,7.176510593925019,8.073246622868274,7.120033717,7.120033717,-37175413.90783802
-50.17911537086643,-9.85946113447194,171,0.15458144,30,19705.553957818647,32.523491750000005,0.48884997,23.719087773455293,0.8638380406673092,5.3,4,7.1852752872310175,8.073246622868274,7.120033717,7.120033717,-37801593.14412842
-48.216061426751494,-11.98502800612129,319,1.3637913,30,17049.759469601046,0.0,0.48024708,19.560506107920972,0.0,5.4,6,7.137986776909013,8.073246622868274,7.120033717,7.120033717,-5986.714827856571
-47.669158418448326,-12.199255138686492,434,3.5125515,10,15094.441008476011,22.728728187499996,0.565284,14.656713909442765,0.7911838902692562,5.7,6,7.123755599379021,8.073246622868274,7.120033717,7.120033717,-26193793.16771655
-46.877626137203855,-12.402155293195353,364,0.59168977,20,15270.23115769575,31.206699544999992,0.5283243,20.821711507311623,0.8540705339485828,5.5,6,7.1516824357550215,8.073246622868274,7.120033717,7.120033717,-36239627.25046223
