SOC_gkg,latitude,longitude
8.440308059039999,-10.160223133000001,-49.850637085999999
2.765353636110000,-11.789786957000000,-48.614034791000002
6.084392265510000,-9.709371274000000,-49.203478406999999
8.027136231729999,-9.706367021000000,-48.544403447999997
9.672289075060000,-13.038174777000000,-48.543180286000002
9.822414537060000,-11.779682539000000,-47.915740782999997
11.304943790099999,-12.878115741000000,-49.516616912000003
8.351132301740000,-10.676252302000000,-49.852888276000002
6.797803308450000,-5.804287541000000,-47.482357587000003
9.707185611900000,-10.425804646000000,-47.867367485999999
6.519331244070000,-8.813744936000001,-49.318735809000003
10.047134817200000,-10.246505539999999,-48.066009016000002
7.185972473050000,-11.633205751000000,-48.863986764000003
9.959031306130001,-12.421142349000000,-47.032603776999999
7.364479299490000,-13.208177044999999,-48.560223004999997
12.663990069000000,-12.864438911000001,-48.295066194999997
7.020297806730000,-8.505924831000000,-49.222337777000000
11.556535512500000,-8.268521600000000,-46.520038143000001
7.465216122300000,-7.770396777000000,-47.545010390000002
9.966880225320001,-10.127736134999999,-46.955608658999999
9.387809441620000,-9.881121057000000,-47.114313785000000
7.744509438880000,-12.748623950000001,-50.529725730000003
8.157048474000000,-8.770049909999999,-47.765997902999999
8.959171407720000,-9.888213974999999,-47.229608481000000
7.688958102320000,-10.331580511000000,-48.750099038000002
6.701526362910000,-8.434347044000001,-48.820591643999997
8.039090580700000,-12.436771265999999,-48.683305003000001
8.283023196200000,-9.150848352000001,-47.713021169999998
7.181849691930000,-12.036650454000000,-48.519958402000000
7.552413697540000,-9.831782140000000,-48.941708204999998
5.075676007630000,-6.754104788000000,-48.766621129000001
9.206110544060000,-10.159009954000000,-47.926045860999999
10.627453470300001,-9.805201758999999,-46.856448016000002
9.475121060019999,-12.089094426999999,-49.652846316000002
8.703520784389999,-12.454903734000000,-50.446283188999999
9.971277519290000,-12.105251792000001,-48.785149750000002
3.731217894090000,-12.024573768000000,-46.739071824000000
7.813954047680000,-8.943094651999999,-48.753509078000000
10.968684311900001,-10.292944798000001,-47.001142582000000
7.532102690430000,-12.469351646000000,-47.442468562000002
9.390695253490000,-10.958831021000000,-48.442549683999999
5.897534136770000,-12.911830674000001,-46.953807105000003
9.385431009820000,-9.988516025999999,-48.005324348000002
6.572651792770000,-12.512911642000001,-47.435007036999998
7.939997510640000,-8.264601499999999,-47.330418338000001
8.804818126150000,-11.671234318000000,-48.587631463999998
6.167534130220000,-8.083032650000000,-48.958131010999999
7.491544705910000,-10.378463559000000,-49.338381087999998
6.086134500310000,-7.128858963000000,-48.687029404000000
8.150308176730000,-7.587884665000000,-47.774240792999997
8.551124576759999,-9.870680653000001,-47.677710179000002
8.753213522690000,-11.444123311000000,-47.640783436000000
9.226093370290000,-11.304847333000000,-50.625736943000000
6.536512147540000,-8.290273048000000,-49.208194183000003
6.208739786600000,-6.991510159000000,-48.214411390000002
8.541240897020000,-9.706604186000000,-49.923277401000000
7.414222308320000,-8.356844065000001,-47.702253181000003
7.561030398850000,-7.470684229000000,-48.035029563000002
8.470208193570000,-12.596278591000001,-48.716449079999997
7.723288087530000,-11.136253613999999,-49.871805195999997
9.252811820750001,-11.166919188000000,-48.650327347999998
7.429216096390000,-12.356785235000000,-48.713569436000000
8.448314409909999,-12.628913944000001,-47.305777397000000
6.604199153540000,-11.832163488000001,-46.599128991000001
6.670596122920000,-8.647291471000001,-48.036836936000000
9.224556766530000,-12.575123527000001,-47.988435695000000
8.128227083820001,-10.057748916000000,-49.352534806000001
10.185517813100001,-11.065293925000001,-47.283116798000002
6.637068505990000,-13.051805617999999,-46.989969487000003
8.589823070810001,-12.037613275000000,-47.066436133000003
10.076733812100001,-11.042037682000000,-48.250774489000001
5.233760203620000,-12.742636681000000,-48.403334197000000
7.961001027800000,-9.038066432000001,-48.370447206999998
8.453347056620000,-8.327359743000001,-48.638539723000001
9.065294825170000,-11.851714589000000,-49.097224685000000
9.101561046010000,-11.180285263000000,-47.127728292999997
8.348644909780001,-10.633353283000000,-49.920936046000001
9.208294788270001,-12.465906221999999,-47.036892440999999
7.005160461150000,-7.845490396000000,-47.893230506000002
8.010785960600000,-9.257063574000000,-48.669838073999998
9.412607075660000,-8.000888804000001,-46.519567831000003
5.726731379320000,-7.457521164000000,-48.724655468000002
10.513391714999999,-13.152352574000000,-47.689069345000000
10.280173914700001,-12.942426084999999,-49.751724238000001
8.832616789299999,-9.169609087000000,-47.767637571000002
9.373706840110000,-10.186474284000001,-50.250926346000000
9.677038331000000,-11.113924966000001,-46.676348202000000
10.997291717600000,-11.028751665000000,-47.253408219000001
7.095041446310000,-11.424604514000000,-47.297624032000002
8.242656135240001,-7.065776683000000,-47.878944760000003
7.525047144420000,-9.076849951000000,-47.855401905000001
9.459948412959999,-12.668089767000000,-49.086102586999999
6.357311673770000,-6.977697792000000,-49.102646565999997
7.473076097170000,-12.294331816000000,-50.033711627000002
10.635092454500001,-10.883176838000001,-48.430367949000001
7.123187388310000,-9.192561706999999,-49.554322534999997
9.778958012149999,-12.988908886999999,-47.568119887999998
7.514093518550000,-8.821869521000000,-48.403075098000002
10.256978762199999,-10.352007533000000,-47.754725174999997
10.482121130199999,-10.170938445000001,-50.066351447999999
6.918730297940000,-8.671192358000001,-49.184434961000001
9.481338700389999,-12.864321978000000,-49.980534161000001
5.773505310450000,-7.325324085000000,-48.638211658000003
7.031027413670000,-8.885093312000000,-48.845547017999998
8.415331979310000,-9.185941585000000,-48.497302726999997
6.527346721420000,-9.260108680000000,-49.256382840999997
5.607420449750000,-6.151257198000000,-48.286033652000000
7.767663928310000,-10.840494397000001,-49.609835869000001
10.194368506500000,-10.375161368000001,-47.989242138999998
6.504464640520000,-13.073894079000000,-47.285893467999998
10.974506326400000,-10.607580656000000,-46.762802002000001
9.230238712600000,-10.226642902000000,-47.514598049000000
5.586531359810000,-6.910906522000000,-49.052203773999999
7.826651869000000,-10.541391831000000,-49.423248979999997
7.479176420210000,-11.485576182000001,-47.253677799000002
9.026062468110000,-11.692650504000000,-48.508927442999997
7.925176206690000,-8.720591311000000,-48.737352051999999
10.087147468900000,-12.659150831000000,-50.075017381999999
6.317446611620000,-11.729474009000000,-49.047644716000001
9.457156710980000,-10.234878778000001,-49.986162989000000
7.446314280810000,-7.337816351000000,-47.685714806000000
12.090782194399999,-12.457069492000000,-49.141626711000001
10.012578206700001,-12.971869279000000,-49.908817063000001
